Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
SelectPortraitFromScene,288,Select Portrait From Scene,씬에서 포트레이트 선택,Choisissez Portrait de scène,Wählen Porträt aus Szene,Elige el retrato de escena,Seleziona Ritratto da scena,Vælg Portræt fra scene,シーンからポートレートを選択,從場景中選擇肖像,从场景中选择肖像,Wybierz portret ze sceny,
Portrait,289,Portrait,포트레이트,Portrait,Porträt,Retrato,Ritratto,Portræt,ポートレート,肖像,肖像,Portret,
Radius,290,Radius,반경,Rayon,Radius,Radio,Raggio,Radius,半径,半徑,半径,Promień,
Intensity,291,Intensity,세기,Intensité,Intensität,Intensidad,Intensità,Intensitet,強度,強度,强度,Intensywność,
ShowFrame,292,Show Frame,프레임 보이기,Afficher cadre,Rahmen anzeigen,Mostrar marco,Mostra cornice,Vis ramme,フレームを表示,顯示框架,显示框架,Pokaż ramkę,
Capture,293,Capture,화면 캡쳐,Capturer,Erfassung,Capturar,Catturare,Fange,キャプチャー,捕獲,捕获,Uchwyć,
Helper,294,Helper,헬퍼,Assistant,Helfer,Ayudante,Aiutante,Hjælper,ヘルパー,幫手,帮手,Pomocnik,
ColorSpace,295,Color Space,색상 공간,Couleur Espace,Farbraum,Espacio de color,Spazio colore,Farveplads,色空間,色彩空間,色彩空间,Przestrzeń kolorów,
Compression,296,Compression,압축,Compression,Kompression,Compresión,Compressione,Compression,圧縮,壓縮,压缩,Kompresja,
UseMipmap,297,Use Mipmap,밉맵 사용,Utiliser Mipmap,Mipmap,Usar Mipmap,Usa Mipmap,Brug Mipmap,ミップマップ,Mipmap,Mipmap,Użyj Mipmap,
CaptureTabThumbnail,298,Thumbnail,썸네일,Vignette,Thumbnail,Miniatura,Thumbnail,Miniature,サムネイル,縮略圖,缩略图,Miniaturka,
CaptureTabScreenshot,299,Screenshot,스크린샷,Screenshot,Screenshot,Screenshot,Screenshot,Screenshot,画面,截圖,截图,Screenshot,
CaptureTabGIFAnim,300,Animation,애니메이션,Animation,Animation,Animación,Animazione,Animation,アニメ,動畫,动画,Animacja,
CaptureTabSpritesheet,301,Spritesheet,스프라이트,Sprites,Sprite Blatt,Sprites,Sprites,Sprites,スプライト,雪碧表,雪碧表,Sprites,
ImageSizePerFrame,302,Image Size per Frame,프레임당 크기,Taille de l'image par image,Bildgröße pro Frame,Tamaño por marco,Dimensione per fotogramma,Størrelse pr. Ramme,フレームあたりの画像サイズ,每幀圖像大小,每帧图像大小,Rozmiar obrazu na ramkę,
SizeofSpritesheet,303,Size of Sprite Sheet,스프라이트 시트 크기,Taille de la feuille de sprite,Größe des Sprite-Blattes,Tamaño de la hoja de sprite,Dimensione del foglio sprite,Størrelse på sprite ark,スプライトシートのサイズ,精靈表的大小,精灵表的大小,Rozmiar arkusza Sprite,
SpriteSizeCompression,304,Method of Compressing size,이미지 크기 압축 방식,Méthode de compression,Methode der Bildkompression,Método de comprimir tamaño,Metodo di compressione,Metode til komprimering,サイズの圧縮方法,圖像大小壓縮方法,图像大小压缩方法,Metoda kompresji wielkości,
SpriteMargin,305,Margin,여백,Marge,Spanne,Margen,Margine,Margin,マージン,餘量,余量,Margines,
SpriteGIFWait,306,Please wait until finished,완료될 때까지 기다리세요,Veuillez patienter jusqu'à la fin,Warten Sie mal,Por favor espere hasta que termine,Attendere prego,Vent venligst indtil færdig,終了するまでお待ちください,請等到完成,请等到完成,Proszę poczekać do końca,
SpriteSheet,307,Sprite Sheet,스프라이트 시트,Feuille de sprite,Sprite Blatt,Hoja de sprites,Foglio Sprite,Sprite ark,スプライトシート,雪碧表,雪碧表,Arkusz Sprite,
ExpectedNumSprites,308,Expected number of sprites,스프라이트 예상 개수,Nombre attendu de sprites,Erwartete Anzahl an Sprites,Número esperado de sprites,Numero previsto di folletti,Forventet antal sprites,予想されるスプライト数,預計的精靈數量,预计的精灵数量,Oczekiwana liczba duszków,
InvalidSpriteSizeSettings,309,Invalid size settings,유효하지 않은 크기 설정,Paramètres non valides,Ungültige Größeneinstellungen,Configuración de tamaño inválida,Impostazioni non valide,Ugyldige indstillinger,サイズ設定が無効です,大小設置無效,大小设置无效,Nieprawidłowe ustawienia,
ExportMetaFile,310,Export Meta File,메타 파일 내보내기,Exporter le fichier méta,Metadatei,Exportar archivo meta,Esporta file meta,Eksport meta-fil,メタファイルのエクスポート,導出元文件,导出元文件,Eksportuj plik meta,
CaptureScreenPosZoom,311,Screen Position and Zoom,화면 위치와 줌,Position et zoom de l'écran,Positionieren und zoomen,Posición de la pantalla y zoom,Posizione e zoom,Skærmposition og zoom,画面の位置とズーム,位置和縮放,位置和缩放,Pozycja i powiększenie,
CaptureMoveToCenter,312,Move to Center,중앙으로 이동,Déplacer vers le centre,Gehe zum Zentrum,Mover al centro,Sposta al centro,Flyt til Center,センターに移動,移至中心,移至中心,Przejdź do środka,
CaptureZoom,313,Zoom,줌,Zoom,Zoomen,Zoom,Zoom,Zoom,ズーム,縮放,缩放,Powiększenie,
CaptureExportSpriteSheets,314,Export Sprite Sheets,스프라이트 시트 내보내기,Exporter feuilles de sprite,Sprite-Blätter exportieren,Exportar hojas de sprite,Esporta fogli di sprite,Eksporter sprite ark,スプライトシートをエクスポートする,導出精靈表,导出精灵表,Eksportuj arkusze sprite,
CaptureExportSeqFiles,315,Export Sequence Files,시퀸스 파일들 내보내기,Exporter fichiers de séquence,Sequenzdateien exportieren,Exportar imágenes de marco,Esporta file di sequenze,Eksporter sekvensfiler,シーケンスファイルのエクスポート,導出序列文件,导出序列文件,Eksportuj pliki sekwencji,
CaptureSelectAll,316,Select All,전체 선택,Sélectionner,Wählen Sie Alle,Seleccionar,Seleziona,Vælg alle,すべて選択,全選,全选,Zaznacz,
CaptureDeselectAll,317,Deselect All,전체 해제,Déselectionner,Alle abwählen,Deseleccionar,Deselezionare,Fravælg alle,すべての選択を解除,取消全選,取消全选,Odznacz,
IKConSettings,318,IK Controller Settings,IK 컨트롤러 설정,Contrôleur IK,IK-Controller,Controlador IK,Controller IK,IK Controller,IKコントローラの設定,IK控制器設置,IK控制器设置,Kontrolera IK,
IKConDefaultWeight,319,Default FK/IK Weight,기본 FK/IK 가중치,Défaut FK/IK poids,Default FK/IK Gewicht,FK/IK peso básico,FK/IK peso di base,Standard FK/IK Vægt,デフォルトのFK/IK重量,默認FK/IK重量,默认FK/IK重量,Domyślna FK/IK waga,
IKConEffectorBone,320,Effector Bone,이펙터 본,Effecteur OS,Effektor-Knochen,Efector Hueso,Effector Osso,Effektorben,エフェクターボーン,效應器骨,效应器骨,Kość Effectora,
IKConModWeight,321,FK/IK Weight,FK/IK 가중치,FK/IK poids,FK/IK Gewicht,FK/IK peso,FK/IK peso,FK/IK Vægt,FK/IK重量,FK/IK重量,FK/IK重量,FK/IK Waga,
MirrorBone,322,Mirror Bone,미러 본,Os de miroir,Spiegelknochen,Espejo óseo,Osso specchio,Spejlben,ミラーボーン,鏡子骨,镜子骨,Odbicie kości,
Axis,323,Axis,대칭 축,Axe,Achse,Eje,Asse,Akse,軸,軸,轴,Oś,
Offset,324,Offset,오프셋,Décalage,Offset,Compensar,Compensare,Offset,オフセット,抵消,抵消,Offsetowy,
MakeNewMirrorBone,325,Make a New Mirror Bone,미러 본 생성하기,Faire un nouveau miroir,Mache einen neuen Spiegel,Haz un nuevo hueso espejo,Crea un nuovo specchio,Lav en ny spejlben,新しい鏡を作る,做一個新的鏡子骨頭,做一个新的镜子骨头,Zrób nową kość lustrzaną,
AutoKey,326,Auto Keyframe,자동 키 생성,Auto-clé,Auto-Schlüssel,Auto-clave,Auto-chiave,Auto-Tilføje,自動キー,自動鍵,自动键,Auto-kluczowa,
TwoSidesRendering,327,2-Sides,양면 렌더링,2-côtés,2-Seiten,2 lados,2-Sides,2-sider,両面,雙面渲染,双面渲染,2-strony,
MakeMeshTab_Add,328,Add,추가,Add,Add,Add,Add,Add,追加,加,加,Add,
MakeMeshTab_Edit,329,Edit,편집,Edit,Edit,Edit,Edit,Edit,編集,編輯,编辑,Edit,
MakeMeshTab_Auto,330,Auto,자동,Auto,Auto,Auto,Auto,Auto,自動,汽車,汽车,Auto,
MirrorTool,331,Mirror Tool,미러 도구,Outil miroir,Spiegelwerkzeug,Espejo,Strumento Specchio,Spejlværktøj,ミラーツール,鏡子工具,镜子工具,Narzędzie do mirrorowania,
MirrorEnabled,332,Mirror Enabled,미러 활성,Miroir activé,Spiegeln aktiviert,Espejo activado,Specchio attivato,Spejl aktiveret,ミラー有効,鏡像已啟用,镜像已启用,Włączone lustro,
MirrorDisabled,333,Mirror Disabled,미러 비활성,Miroir désactivé,Spiegeln deaktiviert,Espejo desactivado,Specchio disattivato,Spejl deaktiveret,ミラー無効,禁用鏡像,禁用镜像,Wyłączone lustro,
RulerSettings,334,Ruler Settings,대칭 축 설정,Paramètres de la règle,Linealeinstellungen,Configuración del eje,Configurazione dell'albero,Linjalindstillinger,ルーラー設定,標尺設置,标尺设置,Ustawienia Linijki,
RulerPosition,335,Position,위치,Position,Position,Posición,Posizione,Position,ポジション,位置,位置,Pozycja,
MoveToCenter,336,Move to Center,중심으로 이동,Au Centre,Zum Zentrum,Al Centro,Al centro,Flyt til Center,センターに移動,移動到中心,移动到中心,Do centrum,
SnapToRuler,337,Snap to Ruler,대칭 축에 스냅,Aligner sur la règle,Am Lineal ausrichten,Ajustar al eje,Montare sull'albero,Snap til linjal,ルーラーにスナップ,抓住標尺,抓住标尺,Przyciągaj,
RemoveSymmetry,338,Remove Symmetrically,대칭 삭제,Suppression symétrique,Symmetrisch entfernen,Eliminación simétrica,Eliminazione simmetrica,Fjern symmetrisk,対称的に削除する,刪除對稱,删除对称,Usuń symetrycznie,
CopySymmetry,339,Copy Symmetrically,반대쪽으로 복사,Copier symétriquement,Symmetrisch kopieren,Copiar simétricamente,Copia simmetricamente,Kopier symmetrisk,対称的にコピーする,對稱複製,对称复制,Kopiuj symetrycznie,
AlignTools,340,Align Tools,정렬 도구,Aligner les outils,Werkzeuge ausrichten,Alinear herramientas,Allinea strumenti,Juster værktøjer,ツールの整列,對齊工具,对齐工具,Wyrównaj narzędzia,
AreaSizeSettings,341,Area Size within the Atlas,아틀라스의 영역 설정,Taille de la zone dans l'Atlas,Flächengröße innerhalb des Atlas,Tamaño de área dentro del Atlas,Dimensione dell'area di Atlas,Arealstørrelse inden for Atlas,アトラス内のエリアサイズ,地圖集中的區域大小,地图集中的区域大小,Rozmiar obszaru w Atlasie,
AreaOptionEnabled,342,Area Enabled,영역 설정 활성,Zone activée,Bereich aktiviert,Área activado,Area Attivata,Område aktiveret,エリア有効,區域已啟用,区域已启用,Włączony obszar,
AreaOptionDisabled,343,Area Disabled,영역 설정 비활성,Zone désactivée,Bereich deaktiviert,Área desactivado,Area Disabilitata,Område deaktiveret,エリア無効,區域禁用,区域禁用,Wyłączony obszar,
AreaSize,344,Area Size,영역 크기,Taille de la zone,Flächengröße,Tamaño de área,Dimensione,Arealstørrelse,エリアサイズ,面積大小,面积大小,Rozmiar obszaru,
TextureRWEnabled,345,Texture Read/Write Enabled,텍스쳐 읽기/쓰기 활성,Texture Read/Write activée,Textur Read/Write aktiviert,Textura Read/Write activado,Texture Read/Write attivata,Tekstur Læs/Skriv Aktiveret,テクスチャの読み書きON,紋理讀/寫啟用,纹理读/写启用,Tekstura Odczyt/Zapis ON,
TextureRWDisabled,346,Texture Read/Write Disabled,텍스쳐 읽기/쓰기 비활성,Texture Read/Write désactivée,Textur Read/Write deaktiviert,Textura Read/Write desactivado,Texture Read/Write Disattivato,Tekstur Læs/Skriv Deaktiveret,テクスチャの読み書きOFF,紋理讀/寫禁用,纹理读/写禁用,Tekstura Odczyt/Zapis OFF,
WarningTextureRWDisabled,347,Read/Write Property is Disabled,읽기/쓰기 설정이 비활성됨,Propriété Read/Write est désactivée,Read/Write ist deaktiviert,Read/Write desactivado,Read/Write è disattivata,Læs/Skriv ejendom er deaktiveret,読み取り/書き込みプロパティが無効です,讀/寫屬性已禁用,读/写属性已禁用,Odczyt/Zapis jest wyłączony,
WarningAreaSmall,348,Area is too Small,영역 크기가 너무 작음,La zone est trop petite,Die Fläche ist zu klein,El área es muy pequeña,L'area è troppo piccola,Området er for lille,面積が小さすぎる,面積太小,面积太小,Obszar jest za mały,
WarningAreaDisabled,349,Area Option is Disabled,영역 설정이 비활성됨,Zone est désactivée,Bereich ist deaktiviert,Área está desactivado,L'opzione Area è disattivata,Områdeindstilling er deaktiveret,エリアオプションが無効です,區域選項已禁用,区域选项已禁用,Opcja obszaru jest wyłączona,
AlphaCutout,350,Alpha Cutout,컷아웃 투명값,Alpha Cutout,Alpha Ausschnitt,Recorte alfa,Alfa,Alfa-værdi,アルファカットアウト,阿爾法值,阿尔法值,Wycięcie alfa,
WrapperShapeOptions,351,Wrapper Shape Settings,래핑 모양 설정,Forme du wrapper,Form der Verpackung,Forma de envoltura,Forma wrapper,Form af indpakning,ラッパーの形状設定,包裝形狀設置,包装形状设置,Kształt opakowania,
ScanImage,352,Scan Image,이미지 스캔,Analyser l'image,Bild scannen,Escanear imagen,Scansione,Scan billede,スキャンイメージ,掃描圖像,扫描图像,Zeskanuj obraz,
OutlineGroups,353,Outline,외곽선들,Contour,Umrisse,Contorno,Contorno,Omrids,アウトライン,大綱,大纲,Kontur,
OutlineEnabled,354,Outline Enabled,외곽선 활성,Contour activé,Umrisse aktiviert,Contorno activado,Contorno attivata,Omrids er aktiveret,アウトライン有効,大綱已啟用,大纲已启用,Włączony kontur,
OutlineDisabled,355,Outline Disabled,외곽선 비활성,Contour désactivé,Umrisse deaktiviert,Contorno desactivado,Contorno disattivata,Omrids er deaktiveret,アウトライン無効,大綱已禁用,大纲已禁用,Wyłączony kontur,
ResizeAreaToSelectedGroup,356,Resize Area to Selected Outline,선택된 외곽선에 맞게 영역 설정,Ajuster la zone au contour,Größe als Umriss ändern,Ajustar el área como contorno,Ridimensiona al contorno,Ændre størrelsen som kontur,アウトラインとしてサイズ変更,將區域大小調整為選定的大綱,将区域大小调整为选定的大纲,Zmień rozmiar na kontur,
Division,357,Division,분할,Division,Aufteilung,División,Divisione,Division,分割,師,师,Podział,
PointCount,358,Point Count,제어점,Points,Punktanzahl,Puntos,Point Count,Point Count,ポイント,點數,点数,Punktów,
LockAxis,359,Fixed to Axis,축에 고정,Fixé sur l'axe,Auf Achse behoben,Fijo al eje,Risolto su Asse,Fast til akse,軸に固定,固定到軸,固定到轴,Naprawiono w osi,
PrevewMesh,360,Place Vertices,버텍스 배치,Place des sommets,Platziere Punkte,Colocar vértices,Posiziona vertici,Placer hjørner,頂点を置く,放置頂點,放置顶点,Umieść wierzchołki,
Relax,361,Relax,펼치기,Unbend,Entspannen,Relajarse,Rilassare,Slap af,リラックス,放鬆,放松,Zrelaksować,
GenerateMesh,362,Generate Mesh,메시 생성,Générer un maillage,Netz erstellen,Generar malla,Genera mesh,Generer Mesh,メッシュを生成,生成網格,生成网格,Wygeneruj siatkę,
WarningTextureRWNeedToDisabledForOpt,363,Texture Read/Write is on.[]Turning off for optimization is recommended.,텍스쳐의 읽기/쓰기가 켜져있습니다.[]최적화를 위해서 끄는 것이 좋습니다.,La Read/Write de texture est activée.[]La désactivation de l'optimisation est recommandée.,Textur Read/Write ist aktiviert.[]Es wird empfohlen[c] die Optimierung abzuschalten.,La Read/Write está activada.[]Se recomienda apagarla.,La Read/Write della trama è attiva.[]Si consiglia di disattivare l'ottimizzazione.,Tekstur Læs/Skriv er tændt.[]Slå af for optimering anbefales.,読み取り/書き込みはオンです。[]オフにすることをお勧めします。,紋理讀/寫打開。[]建議關閉以進行優化。,纹理读/写打开。 []建议关闭以进行优化。,Tekstury Odczyt/Zapis jest włączony.[]Zaleca się wyłączenie w celu optymalizacji.,
TextureRW,364,Texture Read/Write,텍스쳐 읽기/쓰기,Texture Read/Write,Textur Read/Write,Textura Read/Write,Texture Read/Write,Tekstur Læs/Skriv,テクスチャの読み書き,紋理讀/寫,纹理读/写,Tekstura Odczyt/Zapis,
CastShadows,365,Cast Shadows,그림자 생성함,Projette ombres,Schatten werfen,Cast Shadows,Ombre nascoste,Cast Shadows,影を投げる,投射陰影,投射阴影,Rzucać cienie,
ReceiveShadows,366,Receive Shadows,그림자 받기,Recevoir ombres,Empfange Schatten,Receive Shadows,Ricevi ombre,Modtag skygger,影を受け取る,接收陰影,接收阴影,Otrzymuj cienie,
ShadowSetting,367,Shadow Setting,그림자 설정,Réglage de l'ombre,Schatteneinstellung,Configuración de sombras,Impostazione ombra,Skyggeindstilling,シャドウオプション,陰影設置,阴影设置,Ustawienia cienia,
OverrideShadow,368,Overwrite Shadow Setting,설정 덮어쓰기,Paramètre remplacé,Überschreibe Einstellung,Sobrescribir configuración,Sovrascrivi impostazioni,Overskrivningsindstilling,上書きオプション,覆蓋設置,覆盖设置,Zastąp ustawienia,
UseCommonShadowSetting,369,Use Common Shadow Setting,공통 설정 사용하기,Paramètre commun,Gemeinsame Einstellung,Usar configuración común,Usa impostazioni comuni,Brug fælles indstilling,共通オプションを使用する,使用常用設置,使用常用设置,Użyj ustawień wspólnych,
Quality,370,Quality,품질,Qualité,Qualität,Calidad,Qualità,Kvalitet,品質,質量,质量,Jakość,
Extra,371,Extra,익스트라,Extra,Extra,Extra,Extra,Ekstra,エキストラ,額外,额外,Extra,
ExtraOptionON,372,Extra Option ON,익스트라 설정 활성됨,Extra ON,Extra ON,Extra ON,Opzione Extra ON,Ekstra ON,エキストラ有効,額外選項已激活,额外选项已激活,Opcja Extra ON,
ExtraOptionOFF,373,Extra Option OFF,익스트라 설정 비활성됨,Extra OFF,Extra OFF,Extra OFF,Opzione Extra OFF,Ekstra OFF,エキストラ無効,額外選項已停用,额外选项已停用,Opcja Extra OFF,
Length,374,Length,길이,Longueur,Länge,Longitud,Lunghezza,Længde,長さ,長度,长度,Długość,
ResetMultipleCurves,375,Reset curves of all selected keyframes,선택한 키프레임들의 커브 재설정,Réinitialiser les courbes des images clés,Kurven zurücksetzen,Restablecer curvas de fotogramas clave,Ripristina le curve dei fotogrammi chiave,Reset kurver,キーフレームのカーブをリセットする,重置關鍵幀的曲線,重置关键帧的曲线,Zresetuj krzywe klatek kluczowych,
CurvesAreDifferent,376,Curves of keyframes are different,키프레임들의 커브가 동일하지 않음,Les courbes sont différentes,Kurven sind unterschiedlich,Las curvas son diferentes,Le curve sono diverse,Kurver er forskellige,曲線が違う,曲線是不同的,曲线是不同的,Krzywe są różne,
MaterialLibrary,377,Material Library,재질 라이브러리,Matériaux,Materialbibliothek,Materiales,Libreria materiali,Materialebibliotek,マテリアルライブラリ,材料庫,材料库,Materiałów,
MaterialSet,378,Material Set,재질 세트,Matériel,Materialsatz,Material,Materiale,Materiale sæt,マテリアルセット,材料組,材料组,Materiałów,
UseDefaultMaterialSet,379,Use Default Material Set,기본 재질 세트 사용,Matériau par défaut,Standardmaterial verwenden,Uso por defecto,Usa materiale predefinito,Brug standardmaterialesæt,基本のマテリアルセットを使用,使用默認材料集,使用默认材料集,Domyślny materiał,
OpenMaterialLibrary,380,Open Material Library,재질 라이브러리 열기,Matériaux ouverts,Materialbibliothek,Material abierto,Libreria materiali,Åbn Materialebibliotek,マテリアルライブラリを開く,開放材料庫,开放材料库,Otwarty materiał,
CustomShaderProperties,381,Custom Shader Properties,커스텀 셰이더 프로퍼티,Propriétés du shader,Shader-Eigenschaften,Propiedades de sombreado,Proprietà dello shader,Shader egenskaber,カスタムシェーダプロパティ,自定義著色器屬性,自定义著色器属性,Właściwości shadera,
AddCustomProperty,382,Add Custom Property,커스텀 프로퍼티 추가,Ajouter une propriété,Eigenschaft hinzufügen,Añadir propiedad,Aggiungi proprietà,Tilføj ejendom,カスタムプロパティの追加,添加自定義屬性,添加自定义属性,Dodaj nieruchomość,
CopySettingsToOtherMeshes,383,Copy Settings to other meshes,다른 메시로 설정 복사,Paramètres de copie,Einstellungen kopieren,Copiar ajustes,Copia le impostazioni,Kopier indstillinger,設定をコピーする,將設置複製到其他網格,将设置复制到其他网格,Ustawienia kopiowania,
SelectMaterialSet,384,Select Material Set,재질 세트를 선택하세요,Choisir un matériau,Material auswählen,Seleccionar material,Seleziona materiale,Vælg materiale,マテリアルを選択する,選擇材料,选择材料,Wybierz materiał,
RegisterWithRigging,385,Register with Rigging,리깅에 등록,S'inscrire au Rigging,Registrieren,Registrarse con Rigging,Registrati con Rigging,Registrer,リギングに登録,註冊索具,注册索具,Zarejestruj,
Numpad,386,Numpad,숫자 패드,Num-Pavé,Num-pad,Número,Numpad,Numpad,テンキー,數字鍵盤,数字键盘,Numpad,
Brush,387,Brush,브러시,Brosse,Bürste,Cepillo,Spazzola,Børste,ブラシ,刷,刷,Szczotka,
SelectVerticesOfTheBone,388,Select Vertices of the Bone,본과 연결된 버텍스 선택,Sélectionnez les sommets de l'Os,Scheitelpunkte des Knochens,Seleccionar vértices del hueso,Seleziona i vertici dell'osso,Vælg knudepunkter på den knogle,ボーンと接続された頂点を選択,選擇骨骼的頂點,选择骨骼的顶点,Wybierz wierzchołki kości,
PosCopy,389,Pos-Copy,위치-복사,Pos-Copie,Pos-Kopieren,Pos-Dupdo,Pos-Copia,Pos-Kopi,位置-コピー,位置複製,位置复制,Pos-Kopiuj,
PosPaste,390,Pos-Paste,위치-붙여넣기,Pos-Coller,Pos-Einfügen,Pos-Pegar,Pos-Incolla,Pos-Indsætte,位置-ペースト,位置糊,位置糊,Pos-Pasta,
SnapToChildBone,391,Snap to Child Bone,자식 본에 스냅,Snap à un enfant,Mit Kind verbinden,Conectar con un niño,Connettiti a un bambino,Link til et barn,子ボーンのスナップ,連接兒童骨骼,连接儿童骨骼,Snap do dziecka,
DuplicateWithChildBones,392,Duplicate with Child Bones,자식 본과 함께 복제,Dupliquer avec des enfants,Mit Kindern duplizieren,Duplicar con niños,Duplica con i bambini,Duplikat med børn,子ボーンと一緒に複製,與兒童骨骼重複,与儿童骨骼重复,Duplikuj z dziećmi,
AnimLinkedToInvalidMeshGroup,393,Invalid Mesh Group,유효하지 않은 메시 그룹,Groupe de maillage invalide,Ungültige Netzgruppe,Grupo de malla inválido,Gruppo mesh non valido,Ugyldig Mesh-Gruppe,無効なメッシュグループ,無效的網格組,无效的网格组,Nieprawidłowa grupa siatki,
Between,394,Between,중간,Entre,Zwischen,Entre,Fra,Mellem,中間,之間,之间,Pomiędzy,
NoSelectedCurveEdit,395,There is no selected curve to edit.,편집할 수 있는 커브가 없습니다.,Il n'y a pas de courbe sélectionnée.,Es ist keine Kurve ausgewählt.,No hay curva seleccionada.,Non esiste una curva selezionata.,Der er ingen valgt kurve.,編集することができるカーブがありません。,沒有要編輯的選定曲線。,没有要编辑的选定曲线。,Nie ma wybranej krzywej.,
Migrate,396,Migrate,소속 메시 그룹 변경,Migrer vers,Migrieren,Migrar a,Migrare a,Migrer til,所属変更,遷移到,迁移到,Migrować,
ToggleVisibilityWOBlending,397,Toggle Visibility without blending,블렌딩 없이 출력 전환,Changer la visibilité sans fondre,Sichtbarkeit ohne Überblendung,Alternar visibilidad sin mezclar,Cambia visibilità senza sfumare,Skift synlighed uden blanding,補間なしで可視性を切り替える,切換可見性而無需融合,切换可见性而无需融合,Przełącz widoczność bez mieszania,
JiggleBone,398,Jiggle Bone,지글 본,Jiggle,Jiggle,Jiggle,Jiggle,Jiggle,ジグルボーン,搖晃的骨頭,摇晃的骨头,Jiggle,
JiggleBoneON,399,Jiggle Bone ON,지글 본 활성,Jiggle ON,Jiggle ON,Jiggle ON,Jiggle ON,Jiggle ON,ジグルボーン有効,搖晃的骨頭已激活,摇晃的骨头已激活,Jiggle ON,
JiggleBoneOFF,400,Jiggle Bone OFF,지글 본 비활성,Jiggle OFF,Jiggle OFF,Jiggle OFF,Jiggle OFF,Jiggle OFF,ジグルボーン無効,搖晃的骨頭被禁用,摇晃的骨头被禁用,Jiggle OFF,
JiggleWarning,401,Helper or zero length.,헬퍼이거나 길이가 0입니다.,Os assistant ou os de longueur nulle.,Helfer oder Nulllänge.,Ayudante o longitud cero.,Aiutante o lunghezza zero.,Hjælper eller nul længde.,ヘルパーまたは長さが0です。,助手或零長度。,助手或零长度。,Długość pomocnika lub zero.,
MultipleSelected,402,Multiple Selected,다중 선택됨,Multiple sélectionné,Mehrfach ausgewählt,Seleccionado Múltiple,Selezione multipla,Flere valgte,複数選択,多個選擇,多个选择,Wybrano wiele,
Objects,403,Objects,객체,Objets,Objekte,Objetos,Oggetti,Objekter,オブジェクト,對象,对象,Obiekty,
Test,404,Test,테스트,Tester,Prüfung,Prueba,Test,Prøve,テスト,測試,测试,Test,
NotAbleToBeAdded_RiggedChildMesh,405,Rigged Child Meshes can’t be added,리깅된 자식 메시 추가 불가,Maillage enfant avec Rigging,Kindergewebe mit Rigging,Malla infantil con Rigging,Maglia bambino con Rigging,Rigged Child Meshes kan ikke tilføjes,「リギング」の子メッシュ,不能添加已綁定的子網格,不能添加已绑定的子网格,Siatki podrzędne z „Rigging”,
EditArea,406,Edit Area,영역 편집,Modifier la zone,Bereich bearbeiten,Área de edición,Area di modifica,Rediger område,エリア編集,編輯區,编辑区,Obszar edycji,
EditingArea,407,Editing Area..,영역 편집 중..,Zone d'édition…,Bearbeitungsbereich ...,Área de edición…,Area di modifica…,Redigeringsområde…,エリア編集中...,編輯區,编辑区,Obszar edycji ...,
Density,408,Density,밀도,Densité,Dichte,Densidad,Densità,Massefylde,密度,密度,密度,Gęstość,
Margin,409,Margin,외부 여백,Marge,Spanne,Margen,Margine,Margen,マージン,保證金,保证金,Margines,
Padding,410,Padding,내부 여백,Rembourrage,Polsterung,Relleno,Imbottitura,Polstring,パディング,填充,填充,Wyściółka,
Default,411,Default,기본값,Défaut,Standard,Defecto,Predefinito,Standard,デフォルト,默認,默认,Domyślna,
QuickGenerate,412,Quick Generate,빠른 생성,Génération rapide,Schnell generieren,Generación rápida,Generazione rapida,Hurtig generering,クイック生成,快速生成,快速生成,Szybkie generowanie,
GUIMenu_ShowFPS,413,Show FPS,FPS 보이기,Afficher FPS,Zeige FPS,Mostrar FPS,Mostra FPS,Vis FPS,FPSを表示,顯示FPS,显示FPS,Pokaż FPS,
GUIMenu_ShowStatistics,414,Show Statistics,통계 보이기,Afficher Statistiques,Zeige Statistiken,Mostrar Estadísticas,Mostra Statistiche,Vis Statistik,統計を表示,顯示統計,显示统计,Pokaż Statystyki,
GUIMenu_MaximizeWorkspace,415,Maximize Workspace,작업 공간 최대화,Maximiser l'espace de travail,Arbeitsbereich maximieren,Maximizar el espacio de trabajo,Massimizza lo spazio di lavoro,Maksimer arbejdsområdet,ワークスペースを最大化,最大化工作空間,最大化工作空间,Maksymalizuj obszar roboczy,
GUIMenu_ShowMeshes,416,Show Meshes,메시 보이기,Afficher les Mailles,Netze anzeigen,Mostrar mallas,Mostra mesh,Vis masker,メッシュを表示,顯示網格,显示网格,Pokaż siatki,
GUIMenu_ShowBones,417,Show Bones,본 보이기,Afficher les Os,Knochen zeigen,Mostrar huesos,Mostra le ossa,Vis knogler,ボーンを表示,顯示骨骼,显示骨骼,Pokaż kości,
GUIMenu_ShowBonesOutline,418,Show Bones' Outline,본 외곽선만 보이기,Afficher le Contour des Os,Knochenumriss anzeigen,Mostrar el contorno de Bones,Mostra il profilo delle ossa,Vis knogleskit,ボーンのアウトラインを表示,顯示骨骼輪廓,显示骨骼轮廓,Pokaż zarys kości,
